job_id,category,skill,validation
45,Database Administration,Database Management,-1.0
45,Database Administration,Microsoft Excel,0.0
45,Database Administration,CRM Software,-1.0
45,Database Administration,Microsoft Word,-1.0
45,Database Administration,Portfolio Management,-1.0
45,Database Administration,Data Entry,-1.0
45,Database Administration,Researcher,-1.0
45,Database Administration,Accuracy Verification,-1.0
46,Data Analytics,Data Analytics,0.0
46,Data Analytics,Data Visualization,1.0
46,Data Analytics,Data Interpretation,1.0
46,Data Analytics,English,-1.0
47,Data Analytics,Data Analysis,1.0
47,Data Analytics,Microsoft Power BI,-1.0
47,Data Analytics,Tableau,-1.0
47,Data Analytics,Microsoft Excel,0.0
48,General Virtual Assistance,Microsoft Excel,0.0
48,General Virtual Assistance,Data Analysis,1.0
48,General Virtual Assistance,Real Estate Appraisal,-1.0
48,General Virtual Assistance,Data Analytics,0.0
49,Data Analytics,Report,-1.0
49,Data Analytics,Dashboard,1.0
49,Data Analytics,Data Analytics,0.0
49,Data Analytics,Python,1.0
49,Data Analytics,Data Analysis,1.0
49,Data Analytics,Statistics,0.0
49,Data Analytics,Jupyter,-1.0
50,Data Engineering,Data Engineering,-1.0
50,Data Engineering,Cognos,-1.0
51,Data Analytics,Google Analytics,-1.0
51,Data Analytics,Data Visualization,1.0
51,Data Analytics,Data Analysis,1.0
52,Data Analytics,Data Analysis,1.0
52,Data Analytics,Python,1.0
52,Data Analytics,Data Visualization,1.0
53,Data Analytics,Python,1.0
53,Data Analytics,Data Analysis,1.0
53,Data Analytics,Data Science,0.0
53,Data Analytics,Statistics,0.0
53,Data Analytics,Quantitative Analysis,-1.0
53,Data Analytics,Data Visualization,1.0
53,Data Analytics,Time Series Analysis,-1.0
53,Data Analytics,Quantitative Finance,-1.0
53,Data Analytics,NumPy,-1.0
53,Data Analytics,Jupyter,-1.0
54,Data Analytics,Python,1.0
54,Data Analytics,Data Visualization,1.0
54,Data Analytics,Data Analysis,1.0
54,Data Analytics,Data Science,0.0
55,Data Analytics,Dashboard,1.0
55,Data Analytics,Report,-1.0
55,Data Analytics,Python,1.0
55,Data Analytics,Amazon Redshift,-1.0
55,Data Analytics,SQL,0.0
56,Financial Analysis & Modeling,Microsoft Excel,0.0
56,Financial Analysis & Modeling,Financial Modeling,-1.0
56,Financial Analysis & Modeling,Financial Analysis,-1.0
56,Financial Analysis & Modeling,Accounting,-1.0
56,Financial Analysis & Modeling,Bloomberg Terminal,-1.0
57,Data Analytics,Microsoft Power BI,-1.0
57,Data Analytics,Data Analysis,1.0
57,Data Analytics,Data Visualization,1.0
57,Data Analytics,Machine Learning,-1.0
57,Data Analytics,Salesforce,-1.0
57,Data Analytics,SAP,-1.0
57,Data Analytics,Finance,-1.0
57,Data Analytics,R,0.0
57,Data Analytics,Python,1.0
57,Data Analytics,Machine Learning Model,-1.0
58,Data Analytics,Microsoft Power BI,-1.0
58,Data Analytics,Data Analysis,1.0
58,Data Analytics,Data Visualization,1.0
58,Data Analytics,Machine Learning,-1.0
58,Data Analytics,Salesforce,-1.0
58,Data Analytics,SAP,-1.0
58,Data Analytics,Finance,-1.0
58,Data Analytics,R,0.0
58,Data Analytics,Python,1.0
58,Data Analytics,Machine Learning Model,-1.0
59,Data Analytics,Google Analytics,-1.0
59,Data Analytics,Google Tag Manager,-1.0
59,Data Analytics,Customer Service Analytics,-1.0
59,Data Analytics,Sales Analytics,-1.0
59,Data Analytics,Marketing Analytics,-1.0
59,Data Analytics,Google Ad Manager,-1.0
59,Data Analytics,Google Ads,-1.0
59,Data Analytics,Yandex.Metrica,-1.0
59,Data Analytics,English,-1.0
60,Machine Learning,Machine Learning Model,-1.0
60,Machine Learning,Python,1.0
60,Machine Learning,Data Analysis,1.0
60,Machine Learning,Machine Learning,-1.0
61,Data Analytics,Data Analysis,1.0
61,Data Analytics,Data Visualization,1.0
61,Data Analytics,Data Analytics,0.0
61,Data Analytics,Google Analytics,-1.0
62,Data Analytics,Microsoft Excel,0.0
62,Data Analytics,Data Analysis,1.0
62,Data Analytics,Researcher,-1.0
62,Data Analytics,Data Visualization,1.0
62,Data Analytics,Business Intelligence,1.0
62,Data Analytics,Data Science,0.0
62,Data Analytics,Market Analysis,-1.0
62,Data Analytics,Data Mining,0.0
63,Data Analytics,Medical Billing & Coding,-1.0
63,Data Analytics,Microsoft Excel,0.0
63,Data Analytics,Data Analysis,1.0
63,Data Analytics,Data Mining,0.0
63,Data Analytics,Data Entry,-1.0
64,Scripting & Automation,Automation,-1.0
64,Scripting & Automation,Dashboard,1.0
64,Scripting & Automation,Data Analysis,1.0
65,Data Mining,Data Science,0.0
65,Data Mining,Data Mining,0.0
66,Data Analytics,Data Analysis,1.0
66,Data Analytics,Customer Service Analytics,-1.0
66,Data Analytics,Product Analytics,-1.0
66,Data Analytics,Human Resources Analytics,-1.0
66,Data Analytics,Operations Analytics,-1.0
66,Data Analytics,Sales Analytics,-1.0
66,Data Analytics,Google Analytics,-1.0
67,Data Analytics,Operations Analytics,-1.0
67,Data Analytics,Marketing Analytics,-1.0
67,Data Analytics,Customer Service Analytics,-1.0
67,Data Analytics,Product Analytics,-1.0
67,Data Analytics,Sales Analytics,-1.0
67,Data Analytics,Data Analysis,1.0
67,Data Analytics,Google Analytics,-1.0
67,Data Analytics,Data Visualization,1.0
67,Data Analytics,Data Analytics,0.0
67,Data Analytics,Data Science,0.0
68,Data Analytics,Data Modeling,-1.0
68,Data Analytics,Data Entry,-1.0
69,Data Analytics,Data Visualization,1.0
69,Data Analytics,Data Interpretation,1.0
69,Data Analytics,Business Intelligence,1.0
69,Data Analytics,Machine Learning,-1.0
69,Data Analytics,Statistical Analysis,-1.0
69,Data Analytics,Blockchain,-1.0
69,Data Analytics,Tokenomics,-1.0
69,Data Analytics,Valuation,-1.0
70,Data Analytics,Data Analysis,1.0
70,Data Analytics,Operations Analytics,-1.0
70,Data Analytics,Growth Analytics,-1.0
70,Data Analytics,Customer Service Analytics,-1.0
70,Data Analytics,Product Analytics,-1.0
70,Data Analytics,Sales Analytics,-1.0
70,Data Analytics,Google Analytics,-1.0
70,Data Analytics,Data Analytics,0.0
70,Data Analytics,Data Visualization,1.0
71,Data Analytics,Data Analysis,1.0
71,Data Analytics,Data Visualization,1.0
71,Data Analytics,Data Analytics,0.0
71,Data Analytics,Google Analytics,-1.0
72,Data Analytics,Sales Analytics,-1.0
72,Data Analytics,Dashboard,1.0
72,Data Analytics,Presentations,-1.0
72,Data Analytics,Big Data,-1.0
72,Data Analytics,Business Intelligence,1.0
72,Data Analytics,Data Interpretation,1.0
72,Data Analytics,Data Analysis,1.0
73,Data Analytics,Microsoft Excel,0.0
73,Data Analytics,Data Entry,-1.0
73,Data Analytics,Data Scraping,0.0
73,Data Analytics,Internet Survey,-1.0
74,Machine Learning,Microsoft Power BI,-1.0
74,Machine Learning,Data Analysis,1.0
74,Machine Learning,Data Visualization,1.0
74,Machine Learning,Machine Learning,-1.0
74,Machine Learning,Salesforce,-1.0
74,Machine Learning,SAP,-1.0
74,Machine Learning,Finance,-1.0
74,Machine Learning,R,0.0
74,Machine Learning,Python,1.0
74,Machine Learning,Machine Learning Model,-1.0
75,Data Visualization,Microsoft Power BI,-1.0
75,Data Visualization,ETL Pipeline,-1.0
75,Data Visualization,BigQuery,-1.0
75,Data Visualization,SQL,0.0
75,Data Visualization,dbt,-1.0
76,Data Analytics,Microsoft Power BI,-1.0
76,Data Analytics,Data Analysis,1.0
76,Data Analytics,Python,1.0
76,Data Analytics,SQL,0.0
76,Data Analytics,Tableau,-1.0
76,Data Analytics,Microsoft Power BI Data Visualization,-1.0
77,Data Analytics,Python,1.0
77,Data Analytics,R,0.0
77,Data Analytics,Data Analysis,1.0
77,Data Analytics,Statistics,0.0
77,Data Analytics,Machine Learning,-1.0
77,Data Analytics,Predictive Analytics,-1.0
77,Data Analytics,Data Science,0.0
78,Recruiting & Talent Sourcing,Data Analysis,1.0
78,Recruiting & Talent Sourcing,Python,1.0
78,Recruiting & Talent Sourcing,Machine Learning,-1.0
78,Recruiting & Talent Sourcing,Artificial Intelligence,-1.0
79,Data Engineering,Database Architecture,-1.0
79,Data Engineering,Database Design,-1.0
79,Data Engineering,Data Modeling,-1.0
79,Data Engineering,Python,1.0
79,Data Engineering,Data Analysis,1.0
79,Data Engineering,ETL Pipeline,-1.0
79,Data Engineering,Amazon Redshift,-1.0
79,Data Engineering,Tableau,-1.0
79,Data Engineering,MySQL,-1.0
79,Data Engineering,PostgreSQL,-1.0
80,Data Analytics,Growth Analytics,-1.0
80,Data Analytics,Product Analytics,-1.0
80,Data Analytics,Human Resources Analytics,-1.0
80,Data Analytics,Marketing Analytics,-1.0
80,Data Analytics,Sales Analytics,-1.0
80,Data Analytics,Google Analytics,-1.0
80,Data Analytics,Data Analytics,0.0
80,Data Analytics,Data Analysis,1.0
81,Data Analytics,Data Visualization,1.0
81,Data Analytics,Data Interpretation,1.0
81,Data Analytics,Data Analysis,1.0
81,Data Analytics,Data Entry,-1.0
81,Data Analytics,Researcher,-1.0
81,Data Analytics,Administrative Support,-1.0
81,Data Analytics,Statistics,0.0
81,Data Analytics,Data Science,0.0
82,Data Analytics,Business Intelligence,1.0
82,Data Analytics,Data Analytics,0.0
82,Data Analytics,Data Interpretation,1.0
82,Data Analytics,Data Analysis,1.0
82,Data Analytics,Shopify,-1.0
83,Data Analytics,Data Visualization,1.0
83,Data Analytics,Data Analytics,0.0
83,Data Analytics,Google Analytics,-1.0
83,Data Analytics,Data Analysis,1.0
84,Data Analytics,Data Analysis,1.0
84,Data Analytics,Data Visualization,1.0
84,Data Analytics,Microsoft Excel,0.0
84,Data Analytics,API Integration,-1.0
84,Data Analytics,Analytics,-1.0
85,Data Analytics,Data Analysis,1.0
85,Data Analytics,Marketing Analytics,-1.0
85,Data Analytics,Data Visualization,1.0
85,Data Analytics,Google Analytics,-1.0
86,Data Analytics,Data Visualization,1.0
86,Data Analytics,Data Analytics,0.0
86,Data Analytics,Google Analytics,-1.0
86,Data Analytics,Data Analysis,1.0
87,Data Analytics,Data Visualization,1.0
87,Data Analytics,Data Analytics,0.0
87,Data Analytics,Google Analytics,-1.0
87,Data Analytics,Data Analysis,1.0
88,Data Analytics,Data Modeling,-1.0
88,Data Analytics,Data Entry,-1.0
89,Data Analytics,Information Security,-1.0
89,Data Analytics,Knowledge Management Tool,-1.0
89,Data Analytics,Knowledge Management Solutions KMx,-1.0
90,Data Analytics,Dashboard,1.0
90,Data Analytics,Data Visualization,1.0
90,Data Analytics,Data Interpretation,1.0
90,Data Analytics,Microsoft Power BI,-1.0
90,Data Analytics,QlikView,-1.0
90,Data Analytics,SQL,0.0
90,Data Analytics,Data Analysis,1.0
90,Data Analytics,Quantitative Analysis,-1.0
90,Data Analytics,R,0.0
91,Data Analytics,Tableau,-1.0
91,Data Analytics,Business Intelligence,1.0
91,Data Analytics,Microsoft Excel,0.0
92,Data Analytics,Operations Analytics,-1.0
92,Data Analytics,Data Interpretation,1.0
92,Data Analytics,Data Analytics,0.0
92,Data Analytics,Microsoft Excel,0.0
92,Data Analytics,Financial Analysis,-1.0
92,Data Analytics,Data Analysis,1.0
92,Data Analytics,Business Analysis,0.0
92,Data Analytics,Business Intelligence,1.0
92,Data Analytics,Analytics,-1.0
92,Data Analytics,Statistics,0.0
93,Information Security,Security Engineering,-1.0
93,Information Security,Encryption,-1.0
93,Information Security,Security Analysis,-1.0
93,Information Security,Researcher,-1.0
94,Data Analytics,Microsoft Power BI,-1.0
94,Data Analytics,Microsoft Excel,0.0
94,Data Analytics,SQL,0.0
94,Data Analytics,Data Modeling,-1.0
94,Data Analytics,Business Intelligence,1.0
94,Data Analytics,Market Research,-1.0
94,Data Analytics,Financial Analysis,-1.0
94,Data Analytics,Salesforce,-1.0
94,Data Analytics,Forecasting,-1.0
94,Data Analytics,Sales Analytics,-1.0
94,Data Analytics,Financial Analysis & Valuation,-1.0
95,Data Analytics,Text Analytics,-1.0
95,Data Analytics,Predictive Analytics,-1.0
95,Data Analytics,Machine Learning,-1.0
95,Data Analytics,Exploratory Data Analysis,-1.0
95,Data Analytics,Data Cleansing,-1.0
95,Data Analytics,Unsupervised Learning,-1.0
95,Data Analytics,Data Mining,0.0
95,Data Analytics,Data Analysis,1.0
95,Data Analytics,SQL,0.0
95,Data Analytics,Sentiment Analysis,-1.0
95,Data Analytics,Tableau,-1.0
95,Data Analytics,Python,1.0
95,Data Analytics,R,0.0
96,Data Visualization,Microsoft Excel,0.0
96,Data Visualization,Data Visualization,1.0
97,Data Analytics,Data Entry,-1.0
97,Data Analytics,Google Analytics,-1.0
97,Data Analytics,Researcher,-1.0
97,Data Analytics,Data Analysis,1.0
97,Data Analytics,Analytics,-1.0
97,Data Analytics,Business Analysis,0.0
98,Data Analytics,Marketing Analytics,-1.0
98,Data Analytics,Operations Analytics,-1.0
98,Data Analytics,Product Analytics,-1.0
98,Data Analytics,Growth Analytics,-1.0
98,Data Analytics,Human Resources Analytics,-1.0
98,Data Analytics,Sales Analytics,-1.0
98,Data Analytics,Data Analysis,1.0
98,Data Analytics,Data Visualization,1.0
98,Data Analytics,Business Intelligence,1.0
98,Data Analytics,Data Analytics,0.0
98,Data Analytics,Data Interpretation,1.0
98,Data Analytics,Google Analytics,-1.0
99,Data Analytics,Tableau,-1.0
99,Data Analytics,Operations Analytics,-1.0
99,Data Analytics,Marketing Analytics,-1.0
99,Data Analytics,Growth Analytics,-1.0
99,Data Analytics,Dashboard,1.0
99,Data Analytics,Business Intelligence,1.0
99,Data Analytics,Data Modeling,-1.0
99,Data Analytics,dbt,-1.0
99,Data Analytics,Python,1.0
100,Data Analytics,Data Analysis,1.0
100,Data Analytics,Market Research,-1.0
100,Data Analytics,Data Visualization,1.0
101,Data Analytics,Data Analysis,1.0
101,Data Analytics,Data Visualization,1.0
101,Data Analytics,Data Analytics,0.0
101,Data Analytics,Data Interpretation,1.0
101,Data Analytics,Google Analytics,-1.0
102,Data Analytics,Operations Analytics,-1.0
102,Data Analytics,Data Analytics,0.0
102,Data Analytics,Data Interpretation,1.0
102,Data Analytics,Google Analytics,-1.0
102,Data Analytics,Looker,-1.0
102,Data Analytics,SQL,0.0
102,Data Analytics,Data Analysis Expressions,-1.0
102,Data Analytics,Data Visualization,1.0
102,Data Analytics,Data Analysis,1.0
102,Data Analytics,Python,1.0
103,Data Analytics,Data Visualization,1.0
103,Data Analytics,Data Analytics,0.0
103,Data Analytics,Google Analytics,-1.0
103,Data Analytics,Data Analysis,1.0
104,Data Processing,Data Processing,-1.0
104,Data Processing,SAP,-1.0
104,Data Processing,Data Analysis,1.0
104,Data Processing,ETL,-1.0
104,Data Processing,Data Migration,-1.0
105,Data Extraction,Researcher,-1.0
105,Data Extraction,Content Writing,-1.0
105,Data Extraction,Market Research,-1.0
105,Data Extraction,Data Scraping,0.0
105,Data Extraction,Data Extraction,-1.0
105,Data Extraction,Data Analysis,1.0
105,Data Extraction,Data Mining,0.0
106,Data Analytics,Sales Analytics,-1.0
106,Data Analytics,Data Visualization,1.0
106,Data Analytics,Data Analysis,1.0
106,Data Analytics,Microsoft Excel,0.0
107,Data Analytics,Data Analysis,1.0
107,Data Analytics,Data Science,0.0
107,Data Analytics,Python,1.0
108,Data Analytics,Data Analysis,1.0
109,Data Analytics,Microsoft Excel,0.0
109,Data Analytics,Python,1.0
109,Data Analytics,Data Analysis,1.0
109,Data Analytics,Data Entry,-1.0
110,Market Research,Data Analysis,1.0
